job_title_short;job_title;job_location;job_via;job_schedule_type;job_work_from_home;search_location;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;company_name;job_skills
Data Scientist;Data Scientist active TS/SCI - Full-time / Part-time;Tysons, VA;via Snagajob;Full-time and Part-time;FALSE;New York, United States;28/09/2023 06:02;FALSE;FALSE;United States;hour;0;4762000274658200;LMI Consulting, LLC;['scala', 'python', 'java']
Data Engineer;Tableau Data Engineer (Healthcare) - Remote (12-month contract);Anywhere;via Get.It;Full-time and Contractor;TRUE;New York, United States;09/09/2023 11:00;FALSE;TRUE;United States;hour;0;45.0;Amazee Global Ventures Inc,;['sql', 'tableau']
Data Engineer;Data Engineer (TS/SCI);Spring Lake, NC;via Spring Lake NC Geebo.com Free Classifieds Ads - Geebo;Full-time;FALSE;Illinois, United States;18/09/2023 23:52;FALSE;FALSE;United States;hour;0;24.0;Gables Search Group;['java', 'python', 'pandas', 'pyspark', 'hadoop', 'github']
Data Engineer;2024 University Graduate - Data Science Engineer - Now Hiring;Columbus, OH;via Snagajob;Full-time;FALSE;Georgia;24/09/2023 14:26;FALSE;FALSE;United States;hour;0;3343000030517570;Adobe;['sql', 'mongo', 'python', 'r', 'aws', 'azure', 'openstack', 'hadoop']
Data Scientist;Data Scientist - Now Hiring;Annandale, VA;via Snagajob;Full-time and Part-time;FALSE;Georgia;12/09/2023 20:06;FALSE;FALSE;United States;hour;0;4762000274658200;ECS Federal, LLC;['sql', 'python', 'java', 'spark']
Data Engineer;2024 University Graduate - Data Science Engineer;El Paso, TX;via Snagajob;Full-time;FALSE;Texas, United States;18/09/2023 14:03;FALSE;FALSE;United States;hour;0;2824499893188470;Adobe;['sql', 'mongo', 'python', 'r', 'aws', 'azure', 'openstack', 'hadoop']
Data Engineer;Data Engineer REMOTE WORK 45680;Anywhere;via Dice;Contractor;TRUE;Florida, United States;07/09/2023 18:09;TRUE;FALSE;United States;hour;0;59.0;PRIMUS Global Services Inc.,;['aws']
Data Analyst;Data Analyst;Pleasanton, CA;via ZipRecruiter;Full-time;FALSE;California, United States;03/09/2023 09:00;FALSE;TRUE;United States;hour;0;3319000244140620;Workday;['sql', 'sheets', 'excel']
Data Engineer;Data Engineer;Texas;via LinkedIn;Contractor and Temp work;FALSE;Illinois, United States;29/09/2023 15:09;FALSE;FALSE;United States;hour;0;72.5;StreetID;['sql', 'python', 'java', 'gcp', 'azure', 'snowflake', 'bigquery', 'databricks', 'kafka', 'phoenix', 'flow', 'github']
Data Engineer;Sr. Data Engineer;Miami, FL;via LinkedIn;Full-time;FALSE;Florida, United States;13/09/2023 16:08;FALSE;TRUE;United States;year;130000.0;0;Jobot;['go', 'nosql', 'sql', 'snowflake', 'databricks', 'aws', 'spark']
Software Engineer;Senior Software Engineer (Confirmations - System);Anywhere;via Levels.fyi;Full-time;TRUE;Finland;29/09/2023 12:35;TRUE;FALSE;Finland;year;184500.0;0;ConsenSys;['javascript', 'typescript', 'react']
Data Scientist;Data Scientist;Golspie, UK;via LinkedIn;Full-time;FALSE;United Kingdom;27/09/2023 14:11;FALSE;FALSE;United Kingdom;year;111500.0;0;World-hire;['sql', 'nosql', 'aws', 'snowflake', 'oracle', 'tableau', 'jira', 'confluence']
Data Engineer;Data Engineer w/ ETL - Now Hiring;Hermitage, TN;via Snagajob;Full-time, Part-time, and Temp work;FALSE;Georgia;18/09/2023 02:31;FALSE;FALSE;United States;hour;0;80.0;Strategic Staffing Solutions;['sql', 'sql server']
Data Engineer;Data Engineer;Washington, PA;via Dice;Contractor;FALSE;Florida, United States;19/09/2023 20:08;TRUE;FALSE;United States;hour;0;55.0;Brothers Consulting;['sql', 'sql server', 'aws', 'redshift', 'snowflake', 'ssis', 'power bi', 'tableau', 'looker']
Senior Data Engineer;Senior Data Integration Engineer - Data Engineering;Bloomington, MN;via Snagajob;Full-time and Part-time;FALSE;New York, United States;28/09/2023 18:05;FALSE;FALSE;United States;hour;0;5096500015258780;Donaldson Company;['sql', 'no-sql', 'snowflake', 'oracle', 'azure', 'unix']
Data Engineer;Associate, Data Engineer - Now Hiring;Boulder, CO;via Snagajob;Full-time;FALSE;Illinois, United States;03/09/2023 06:07;FALSE;TRUE;United States;hour;0;5894499969482420;KPMG;['python', 'sql', 'go', 'jira']
Senior Data Engineer;Senior Data Engineer / Software Engineer;Columbia, MD;via Snagajob;Full-time and Part-time;FALSE;Illinois, United States;20/09/2023 18:07;FALSE;FALSE;United States;hour;0;533849983215332;iNovex Information Systems;['python', 'java', 'sql', 'nosql', 'atlassian', 'jira', 'confluence']
Senior Data Engineer;Data Engineer, Senior - Now Hiring;Washington, DC;via Snagajob;Full-time;FALSE;Georgia;03/09/2023 06:21;FALSE;TRUE;United States;hour;0;6115999603271480;Booz Allen Hamilton;['python', 'sql', 'scala', 'java', 'shell', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'mysql', 'aws', 'azure', 'databricks', 'redshift', 'snowflake', 'spark', 'hadoop', 'kafka', 'unix', 'linux']
Data Analyst;Remote Data Analyst - Now Hiring;Anywhere;via Snagajob;Full-time and Part-time;TRUE;New York, United States;30/09/2023 21:00;TRUE;FALSE;United States;hour;0;2743500137329100;FlexJobs;
Data Engineer;Data Engineer;Bethesda, MD;via Snagajob;Full-time and Part-time;FALSE;California, United States;29/09/2023 07:07;TRUE;FALSE;United States;hour;0;6115999603271480;Brivo Systems, LLC;['sql', 'python', 'javascript', 'java', 'c++', 'scala', 'snowflake', 'spark', 'kafka', 'tensorflow', 'pytorch', 'theano', 'opencv', 'node.js', 'jenkins']
Senior Data Engineer;Senior Data Engineer;Pennsylvania;via Dice;Full-time and Part-time;FALSE;Illinois, United States;25/09/2023 19:09;FALSE;TRUE;United States;year;185000.0;0;Capital One;['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']
Data Engineer;Lead Data Engineer - Now Hiring;Kalamazoo, MI;via Snagajob;Full-time and Part-time;FALSE;New York, United States;25/09/2023 15:06;FALSE;TRUE;United States;hour;0;3848000335693350;Capital One;['python', 'scala', 'sql', 'java', 'nosql', 'mongo', 'shell', 'mysql', 'cassandra', 'aws', 'azure', 'redshift', 'snowflake', 'spark', 'hadoop', 'kafka']
Data Analyst;Data Analyst;Austin, TX;via LinkedIn;Contractor;FALSE;Texas, United States;18/09/2023 17:01;FALSE;FALSE;United States;hour;0;37.5;Tarvos Talent;['python', 'sql', 'azure']
Data Scientist;DATA SCIENTIST;Chicago, IL;via ZipRecruiter;Full-time;FALSE;Illinois, United States;15/09/2023 07:04;FALSE;FALSE;United States;year;101034.0;0;Securities and Exchange Commission;['python', 'power bi', 'sharepoint']
Data Scientist;Digital Analytics Specialist;Anywhere;via Get.It;Full-time and Contractor;TRUE;Texas, United States;20/09/2023 18:01;FALSE;TRUE;United States;hour;0;53.5;Get It Recruit - Marketing;['html', 'css', 'javascript', 'sql', 'looker', 'tableau', 'excel']
Data Analyst;Marketing CRM Data Specialist;Taguig, Metro Manila, Philippines;via Ai-Jobs.net;Full-time;FALSE;Philippines;01/09/2023 15:33;FALSE;FALSE;Philippines;year;109500.0;0;AECOM;['excel', 'sharepoint']
Senior Data Engineer;Senior Data Engineer Manager - Now Hiring;Brooklyn, NY;via Snagajob;Full-time and Part-time;FALSE;Florida, United States;13/09/2023 06:08;FALSE;TRUE;United States;hour;0;5442000198364250;Amplify;['sql', 'python', 'dynamodb', 'snowflake', 'aws', 'airflow', 'looker', 'terraform']
Data Engineer;Principal Data Engineer, AWS Cloud - Now Hiring;Austin, TX;via Snagajob;Full-time and Part-time;FALSE;California, United States;12/09/2023 06:09;FALSE;FALSE;United States;hour;0;6737999725341790;University of Texas at Austin;['sql', 'c', 'aws', 'oracle']
Data Scientist;Data Scientist - Now Hiring;New York, NY;via Snagajob;Full-time;FALSE;New York, United States;02/09/2023 19:02;FALSE;FALSE;United States;hour;0;4989500045776360;Wal-Mart;
Data Scientist;Summer Associate Internship (Data Scientist) - Now Hiring;Winchester, VA;via Snagajob;Full-time, Part-time, and Internship;FALSE;Illinois, United States;11/09/2023 18:04;FALSE;FALSE;United States;hour;0;4997499847412100;Navy Federal Credit Union;['python', 'r', 'sql', 'azure', 'pyspark', 'nltk', 'keras', 'pytorch', 'tensorflow', 'power bi', 'word', 'spreadsheet']
Data Engineer;Data Engineer;Cockeysville, MD;via Snagajob;Full-time and Part-time;FALSE;Illinois, United States;25/09/2023 18:09;FALSE;FALSE;United States;hour;0;567400016784668;Sinclair Broadcast Group;['sql', 'python', 'java', 'scala', 'aws', 'azure', 'redshift', 'snowflake', 'ssis', 'cognos', 'ssrs', 'qlik', 'power bi', 'tableau', 'flow']
Data Engineer;Data Engineer III (Hybrid/Remote);Columbus, OH;via Snagajob;Full-time and Part-time;FALSE;Florida, United States;09/09/2023 06:07;FALSE;TRUE;United States;hour;0;4606000137329100;American Family Mutual Insurance Company;['python', 'sql', 'nosql', 'aws', 'gcp', 'azure', 'spark', 'hadoop', 'docker', 'terraform', 'jenkins', 'git']
Senior Data Analyst;Senior Data Analyst/Modeler (Hybrid);Birmingham, AL;via Birmingham, AL - Geebo;Full-time;FALSE;Georgia;18/09/2023 23:41;FALSE;FALSE;United States;hour;0;24.0;Northern Tool + Equipment;['sql', 'azure', 'power bi']
Cloud Engineer;Governance analyst;El Segundo, CA;via Talent.com;Full-time;FALSE;California, United States;17/09/2023 00:00;FALSE;TRUE;United States;year;85000.0;0;Beyond Meat;['excel']
Data Engineer;Data Visualization Engineer;Anywhere;via LinkedIn;Contractor;TRUE;Florida, United States;28/09/2023 18:46;TRUE;TRUE;United States;hour;0;65.0;ProFocus Technology;['sql', 'python', 'tableau', 'power bi']
Data Analyst;Data Analyst;Glendora, CA;via Snagajob;Full-time;FALSE;California, United States;06/09/2023 03:00;TRUE;FALSE;United States;hour;0;2433499908447260;FlexJobs;
Senior Data Engineer;Senior Azure Data Engineer;Vienna, VA;via Snagajob;Full-time and Part-time;FALSE;Texas, United States;13/09/2023 14:06;FALSE;FALSE;United States;hour;0;6115999603271480;Navy Federal Credit Union;['python', 'sql', 'azure', 'databricks', 'spark', 'pyspark', 'word']
Data Engineer;Data Engineer - Capital Markets;New York, NY;via Snagajob;Full-time and Part-time;FALSE;California, United States;26/09/2023 06:07;TRUE;FALSE;United States;hour;0;5442000198364250;Sumitomo Mitsui Banking Corporation (SMBC);['sql', 'python', 'java', 'sql server', 'aws', 'azure', 'git', 'jenkins']
Data Analyst;Lead Data Analyst & Visualization Developer (Hybrid);Oak Brook, IL;via Snagajob;Full-time;FALSE;Illinois, United States;02/09/2023 06:02;FALSE;FALSE;United States;hour;0;252400016784668;The Chamberlain Group;['sql', 'python', 'r', 'spark', 'power bi', 'qlik']
Data Scientist;Data Scientist - Now Hiring;Plano, TX;via Snagajob;Full-time and Part-time;FALSE;Texas, United States;10/09/2023 06:03;FALSE;FALSE;United States;hour;0;3979500198364250;Regional Management Corp;['sql', 'sas', 'sas', 'r', 'python', 'excel', 'outlook']
Data Scientist;(Intern) Enterprise Analytics Office Data Science Internship;Huntington, WV;via Snagajob;Full-time, Part-time, and Internship;FALSE;New York, United States;18/09/2023 14:02;FALSE;FALSE;United States;hour;0;3127000045776360;Nationwide Insurance and Financial Services;['r', 'python', 'tableau']
Data Scientist;Sr. Data Scientist - Now Hiring;Torrance, CA;via Snagajob;Full-time and Part-time;FALSE;California, United States;10/09/2023 06:03;FALSE;TRUE;United States;hour;0;4397999954223630;Honda North America;['python', 'r', 'redshift', 'spark', 'hadoop']
Senior Data Engineer;Senior Data Engineer (AWS & Architecture Experience Pref.) ...;Anywhere;via Upwork;Contractor and Temp work;TRUE;Sudan;14/09/2023 19:14;FALSE;FALSE;Sudan;hour;0;50.0;Upwork;['swift', 'python', 'scala', 'sql', 'nosql', 'aws', 'hadoop', 'spark', 'flow']
Data Analyst;Data Analyst;Miami, FL;via LinkedIn;Full-time;FALSE;Florida, United States;06/09/2023 16:02;FALSE;TRUE;United States;year;62500.0;0;Behavioral Science Research Institute;['sql', 'spss', 'excel', 'power bi', 'tableau']
Senior Data Engineer;Sr AWS Redshift Data Engineer;Anywhere;via Indeed;Contractor;TRUE;Illinois, United States;06/09/2023 15:05;FALSE;FALSE;United States;hour;0;67.5;Snappyhires;['sql', 'python', 'aws', 'redshift', 'oracle', 'airflow', 'git']
Data Engineer;Azure Data Engineer;Anywhere;via Upwork;Contractor and Temp work;TRUE;Illinois, United States;24/09/2023 14:04;TRUE;FALSE;United States;hour;0;12.5;Upwork;['azure']
Data Engineer;Distinguished Data Engineer, Enterprise Data Platforms - Data...;Paris, TX;via Snagajob;Full-time and Part-time;FALSE;California, United States;18/09/2023 03:06;FALSE;TRUE;United States;hour;0;5868000030517570;Capital One;['python', 'java', 'scala', 'aws', 'node']
Senior Data Engineer;Senior Data Engineer (remote) - BMR;Anywhere;via Indeed;Contractor;TRUE;New York, United States;06/09/2023 18:02;FALSE;TRUE;United States;hour;0;100.0;Can-Am Consultants;['sql', 'python', 'snowflake', 'airflow', 'flow', 'git']
Senior Data Engineer;Senior Data Engineer;New York, NY;via LinkedIn;Full-time;FALSE;Florida, United States;19/09/2023 17:08;FALSE;TRUE;United States;year;180000.0;0;Trepp, Inc.;['sql', 'python', 'java', 'scala', 'aws', 'spark', 'git']
Data Engineer;Sr. Data Engineer;Albany, NY;via Ladders;Full-time;FALSE;Florida, United States;04/09/2023 10:07;FALSE;TRUE;United States;year;115000.0;0;KPMG;['python', 'sql', 'jira']
Data Engineer;Data Engineer;United States;via LinkedIn;Full-time;FALSE;California, United States;15/09/2023 18:06;FALSE;TRUE;United States;year;110000.0;0;Mastermind.com;['python', 'sql', 'mysql', 'bigquery', 'phoenix', 'spreadsheet']
Data Engineer;Data Engineer;Anywhere;via LinkedIn;Full-time;TRUE;Sudan;20/09/2023 22:16;FALSE;FALSE;Sudan;year;109000.0;0;Lawrence Harvey;['sql', 'python', 'r', 'matlab']
Data Analyst;HIM Data Analyst;Providence, RI;via Snagajob;Full-time and Part-time;FALSE;New York, United States;11/09/2023 06:00;FALSE;TRUE;United States;hour;0;2269499969482420;Accuity;['windows', 'sheets', 'excel', 'word', 'powerpoint', 'outlook']
Data Scientist;Data Scientist;Tysons, VA;via Snagajob;Full-time and Part-time;FALSE;Georgia;24/09/2023 18:26;FALSE;FALSE;United States;hour;0;4762000274658200;LMI Consulting, LLC;['python', 'sql', 'rshiny', 'plotly', 'tableau', 'qlik', 'power bi']
Data Scientist;Data Scientist Job at Belgium;Anywhere;via Elite Job;Full-time and Part-time;TRUE;Belgium;30/09/2023 23:47;FALSE;FALSE;Belgium;hour;0;25.0;The Elite Job;['python', 'r', 'aws', 'azure', 'gcp', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'matplotlib', 'hadoop', 'spark', 'tableau']
Data Engineer;Data Engineer;United States;via LinkedIn;Full-time;FALSE;Florida, United States;29/09/2023 22:09;FALSE;TRUE;United States;year;125000.0;0;LTI - Larsen & Toubro Infotech;['python', 'aws', 'snowflake', 'redshift', 'spark', 'airflow', 'kafka']
Data Engineer;Data Engineer - New York, NYC(Hybrid Weekly 2Days To office ...;New York, NY;via Dice;Contractor;FALSE;Florida, United States;29/09/2023 13:09;TRUE;FALSE;United States;hour;0;80.0;Khayainfotech;['python', 'sql', 'spark', 'pyspark']
Data Scientist;Principal, Data Scientist (work from home);Raleigh, NC;via Raleigh, NC - Geebo;Full-time;FALSE;Florida, United States;18/09/2023 23:49;FALSE;FALSE;United States;hour;0;24.0;American Red Cross;['python', 'sql', 'aws']
Senior Data Engineer;Senior Data Engineer- Virtual Dining Concepts- Idaho - Full-time ...;Orlando, FL;via Snagajob;Full-time and Part-time;FALSE;Georgia;13/09/2023 09:33;TRUE;FALSE;United States;hour;0;51.0;Earl Enterprises;
Senior Data Analyst;Senior Data Analyst;Anywhere;via Wellfound;Full-time;TRUE;New York, United States;18/09/2023 22:00;TRUE;TRUE;United States;year;157500.0;0;Grow Therapy;['sql', 'python', 'looker']
Data Engineer;Data Engineer V - Full-time / Part-time;Bethesda, MD;via Snagajob;Full-time and Part-time;FALSE;New York, United States;29/09/2023 06:05;FALSE;TRUE;United States;hour;0;6115999603271480;Cystic Fibrosis Foundation;['sql', 'python', 'java', 'nosql', 'sql server', 'aws', 'azure']
Data Scientist;Principal Clinical Data Scientist Lead;Mt Pleasant Township, PA;via Ladders;Full-time;FALSE;New York, United States;18/09/2023 13:02;FALSE;FALSE;United States;year;90000.0;0;ICON plc;['python', 'r', 'azure', 'tableau', 'power bi']
Data Engineer;Data Engineer;;via LinkedIn;Full-time;FALSE;Florida, United States;19/09/2023 09:08;FALSE;FALSE;United States;year;375000.0;0;Algo Capital Group;['python', 'sql', 'mongodb', 'mongodb', 'kafka', 'linux', 'docker', 'kubernetes']
Data Engineer;Data Engineering Manager, Data as a Service Center of Excellence...;Andover, MN;via Snagajob;Full-time;FALSE;Georgia;16/09/2023 17:30;FALSE;TRUE;United States;hour;0;5096500015258780;Securian Financial Group;['aws']
Data Scientist;Data Driven Developer;Rogers, AR;via LinkedIn;Full-time;FALSE;Sudan;13/09/2023 15:15;TRUE;FALSE;Sudan;year;42500.0;0;Arkansas Center for Data Sciences;['c#', 'javascript', 'html', 'css', 'sql', 'jquery', 'git', 'zoom']
Data Engineer;Network Data Engineer;Orlando, FL;via Dice;Contractor and Temp work;FALSE;Sudan;06/09/2023 21:49;TRUE;FALSE;Sudan;hour;0;55.0;K-Tek Resourcing LLC;
Data Engineer;Lead Data Engineer - Full-time / Part-time;Walnut Shade, MO;via Snagajob;Full-time;FALSE;Florida, United States;05/09/2023 18:09;TRUE;TRUE;United States;hour;0;3768000030517570;Zelis Healthcare, LLC;['sql', 'python', 't-sql', 'sql server', 'snowflake', 'azure', 'git', 'jira', 'confluence']
Data Engineer;Data Engineer - Part-time;Kansas City, MO;via Snagajob;Part-time;FALSE;Sudan;26/09/2023 18:18;FALSE;FALSE;Sudan;hour;0;5127999877929680;TEKsystems;['python', 'sql', 'azure', 'spring']
Data Engineer;Data Engineer;Cincinnati, OH;via LinkedIn;Full-time;FALSE;Sudan;19/09/2023 13:17;FALSE;TRUE;Sudan;hour;0;53.5;Agility Partners;['go', 'sql', 'java', 'snowflake']
Data Engineer;Remote - Data Lake Engineer - Full time Contract;Anywhere;via Upwork;Full-time, Contractor, and Temp work;TRUE;Texas, United States;12/09/2023 07:09;FALSE;FALSE;United States;hour;0;11.0;Upwork;['sql', 'python', 'scala', 'sql server', 'snowflake', 'azure']
Data Engineer;Data Engineer - Now Hiring;Miami, FL;via Snagajob;Full-time;FALSE;Texas, United States;01/09/2023 21:28;FALSE;FALSE;United States;hour;0;5240999984741210;Lennar Corporation;['snowflake']
Data Engineer;Data Engineer;Boston, MA;via Boston, MA - Geebo;Full-time;FALSE;Florida, United States;18/09/2023 23:53;TRUE;FALSE;United States;hour;0;24.0;GSN;['python', 'sql', 'r', 'spark', 'scikit-learn', 'tableau']
Senior Data Engineer;Senior Data Engineer (Raleigh, NC);Burnsville, NC;via Built In;Full-time;FALSE;Sudan;16/09/2023 07:14;FALSE;TRUE;Sudan;year;117500.0;0;Danaher Corporation;['sql', 'sql server', 'azure', 'gdpr', 'ssis', 'power bi', 'dax', 'git']
Senior Data Engineer;Senior Data Engineer;Anywhere;via LinkedIn;Contractor;TRUE;Illinois, United States;22/09/2023 20:10;FALSE;FALSE;United States;hour;0;105.0;Orion Groups;['sharepoint']
Data Analyst;Data Analyst II - Firm Analytics - Now Hiring;DeKalb, IL;via Snagajob;Full-time and Part-time;FALSE;Illinois, United States;15/09/2023 17:01;FALSE;TRUE;United States;hour;0;252400016784668;EDWARD JONES;['sql', 'r', 'sas', 'sas', 'python', 'oracle', 'snowflake', 'tableau', 'spss']
Data Analyst;Data Analyst;Victoria, BC, Canada;via Get.It;Part-time;FALSE;Canada;21/09/2023 22:30;FALSE;FALSE;Canada;hour;0;33.0;Trans-Tach;['tableau', 'power bi']
Senior Data Engineer;Senior Azure Data Engineer;Waltham, MA;via Snagajob;Full-time;FALSE;Florida, United States;04/09/2023 06:07;FALSE;FALSE;United States;hour;0;5647500228881830;InterWell Health;['sql', 'c#', 'azure', 'github']
Data Engineer;Data Engineer (Systematic Data Platform) (Greater NYC Area, NY);New York, NY;via Built In NYC;Full-time;FALSE;Florida, United States;26/09/2023 23:10;FALSE;TRUE;United States;year;255000.0;0;Schonfeld;['python', 'java', 'sql', 'aws', 'linux', 'unix']
Senior Data Analyst;Senior Data Analyst;Anywhere;via Get.It;Full-time;TRUE;New York, United States;25/09/2023 10:00;FALSE;TRUE;United States;year;99500.0;0;Get It Recruit - Information Technology;['sql', 'snowflake', 'databricks']
Data Analyst;Data & Analytics - Pricing Data Analyst;New York, NY;via Snagajob;Full-time;FALSE;New York, United States;03/09/2023 06:00;FALSE;TRUE;United States;hour;0;2797999954223630;Axis Capital;['sql', 'vba', 'sql server', 'sharepoint']
Data Scientist;Data Scientist (Artificial Intelligence / Machine Learning) - Now...;Washington, DC;via Snagajob;Full-time;FALSE;New York, United States;04/09/2023 18:03;FALSE;FALSE;United States;hour;0;4762000274658200;American Bureau of Shipping;['sql', 'python', 'r', 'vba', 'power bi', 'tableau', 'excel']
Data Engineer;Lead Data Engineer - Hybrid;Atlanta, GA;via Dice;Contractor;FALSE;Florida, United States;27/09/2023 22:09;FALSE;FALSE;United States;hour;0;68.0;Merican Inc;['python', 'sql', 'aws', 'snowflake', 'spark', 'kafka']
Data Scientist;Data Scientist;Kings Park West, VA;via Snagajob;Full-time and Part-time;FALSE;New York, United States;12/09/2023 20:02;FALSE;FALSE;United States;hour;0;4762000274658200;ECS Federal, LLC;['sql', 'python', 'java', 'spark']
Data Scientist;2023 Data Scientist - Pathways Program - Remote - Now Hiring;Kansas City, MO;via Snagajob;Full-time;FALSE;Sudan;24/09/2023 20:08;FALSE;FALSE;Sudan;hour;0;32.5;Northrop Grumman;
Data Scientist;Research Software Engineer\Data Scientist (6104U) - Now Hiring;Anywhere;via Snagajob;Full-time and Part-time;TRUE;California, United States;18/09/2023 18:02;FALSE;TRUE;United States;hour;0;5338500213623040;University of California-Berkeley;['python', 'r', 'javascript']
Data Engineer;Data Engineer;Atlanta, GA;via Ladders;Full-time;FALSE;Illinois, United States;15/09/2023 07:08;FALSE;TRUE;United States;year;90000.0;0;Southwire Company;['python', 'sql', 'oracle', 'hadoop', 'power bi', 'wire']
Data Engineer;Senior IT Analyst - Data Engineering;Bloomington, MN;via Snagajob;Full-time and Part-time;FALSE;Sudan;13/09/2023 06:15;FALSE;FALSE;Sudan;hour;0;5096500015258780;Donaldson Company;['sql', 'no-sql', 'snowflake', 'oracle', 'azure', 'unix']
