job_title_short;job_title;job_location;job_via;job_schedule_type;job_work_from_home;search_location;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;company_name;job_skills
Data Engineer;Data Engineer Data Bricks Python RESTful;Holmdel, NJ;via ZipRecruiter;Contractor;FALSE;New York, United States;16/06/2023 13:21;FALSE;FALSE;United States;hour;0;800;PRI Technology;['python', 'java', 'sql', 'bash', 'aws', 'redshift', 'databricks', 'pyspark', 'spring', 'zoom']
Senior Data Scientist;Senior Data Science Manager, Product and Pricing;San Francisco, CA;via Indeed;Full-time;FALSE;California, United States;28/06/2023 17:04;FALSE;TRUE;United States;year;180000.0;0;Ironclad, Inc.;['sql', 'python', 'r']
Data Engineer;Data Engineer;Greenwich, CT;via LinkedIn;Full-time;FALSE;Texas, United States;08/06/2023 12:27;FALSE;TRUE;United States;year;175000.0;0;Signify Technology;['mongodb', 'mongodb', 'nosql', 'python', 'scala', 'java', 'kotlin', 'postgresql', 'redshift', 'snowflake', 'aws', 'terraform']
Senior Data Engineer;Senior Lead Data Engineer;Philadelphia, PA;via My Stateline Jobs;Full-time;FALSE;Florida, United States;05/06/2023 17:12;FALSE;TRUE;United States;year;246500.0;0;Capital One;['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']
Data Engineer;Data Engineer, Big Data Privacy and Security;San Jose, CA;via LinkedIn;Full-time;FALSE;Sudan;18/06/2023 13:38;FALSE;TRUE;Sudan;year;171000.0;0;TikTok;['spark', 'kafka']
Data Analyst;Data Analyst;Anywhere;via LinkedIn;Contractor;TRUE;Texas, United States;06/06/2023 15:01;TRUE;FALSE;United States;year;102500.0;0;Insight Global;['sql', 'javascript', 'tableau']
Data Engineer;Data Engineer;Lake Geneva, WI;via Snagajob;Full-time;FALSE;New York, United States;03/06/2023 04:27;TRUE;TRUE;United States;hour;0;290;Uline;
Data Scientist;Lead Data Scientist - Cox Business Planning Strategy & Analytics;Del City, OK;via ZipRecruiter;Full-time;FALSE;Sudan;07/06/2023 09:54;FALSE;TRUE;Sudan;year;155000.0;0;Cox Communications;['sql', 'r', 'python', 'scala', 'java', 'c++', 'spark', 'ggplot2', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'keras', 'mxnet', 'pyspark', 'hadoop', 'tableau']
Senior Data Engineer;Senior Data Engineer, Advanced Analytics & Optimization;Atlanta, GA;via Ladders;Full-time;FALSE;Sudan;06/06/2023 12:41;FALSE;TRUE;Sudan;year;90000.0;0;Cox Business Services, LLC;['sql', 'python', 'r', 'scala', 'java', 'spark', 'tensorflow', 'keras', 'tableau', 'docker']
Data Analyst;Data Analyst- General Office;Aurora, IL;via IT JobServe;Full-time;FALSE;Illinois, United States;18/06/2023 16:01;FALSE;FALSE;United States;hour;0;265;Signature Retail Services;['aurora', 'excel', 'outlook']
Data Engineer;Data Engineering Manager, Analytics;New York, NY;via Indeed;Full-time;FALSE;Sudan;30/06/2023 18:05;FALSE;FALSE;Sudan;year;198500.0;0;Meta;['sql', 'python', 'java', 'hadoop']
Data Engineer;Data Engineer with healthcare experience - Contract to Hire;Anywhere;via Upwork;Contractor;TRUE;California, United States;28/06/2023 19:07;FALSE;FALSE;United States;hour;0;675;Upwork;['sql', 'python', 'javascript', 'aws', 'aurora', 'linux']
Data Engineer;Salesforce Data Engineer;United States;via LinkedIn;Full-time;FALSE;California, United States;27/06/2023 20:28;FALSE;FALSE;United States;year;67500.0;0;Sedona Staffing Services;['go', 'sql']
Senior Data Engineer;Senior Data Engineer (AWS, python, Devops, Snowflake);Richmond, VA;via JobServe;Full-time;FALSE;Texas, United States;06/06/2023 08:07;FALSE;TRUE;United States;year;173500.0;0;Capital One;['python', 'java', 'scala', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'aws', 'snowflake', 'redshift', 'pyspark', 'hadoop', 'kafka', 'spark', 'jenkins', 'git']
Data Engineer;Junior Data Engineer;Sydney NSW, Australia;via The Big Bend Holiday Hotel;Full-time;FALSE;Australia;21/06/2023 00:13;FALSE;FALSE;Australia;hour;0;200;AMP Limited;['scala', 'python']
Data Scientist;Data Scientist Jobs;Tampa, FL;via Clearance Jobs;Full-time;FALSE;Georgia;21/06/2023 22:53;FALSE;TRUE;United States;year;112500.0;0;Zachary Piper Solutions, LLC;['python', 'golang', 'javascript', 'pytorch', 'kubernetes']
Data Engineer;Python Data Engineer;New York, NY;via Dice;Contractor;FALSE;Illinois, United States;23/06/2023 14:27;TRUE;FALSE;United States;hour;0;550;Kaizer Software Solutions;['python', 'sql', 'aws', 'spark', 'airflow']
Senior Data Engineer;Senior Data Engineer, AdSmart (Scala);New York, NY;via Ai-Jobs.net;Full-time;FALSE;Texas, United States;25/06/2023 05:09;FALSE;FALSE;United States;year;132500.0;0;NBCUniversal;['scala', 'java', 'sql', 'nosql', 'aws', 'spark', 'kafka', 'kubernetes']
Data Engineer;Sr. Data Engineer;Austin, TX;via Ladders;Full-time;FALSE;Sudan;13/06/2023 10:38;FALSE;FALSE;Sudan;year;90000.0;0;Deloitte;['sql', 'nosql', 'python', 'shell', 'aws', 'azure', 'spark', 'airflow', 'kafka', 'docker', 'kubernetes', 'jenkins']
Senior Data Scientist;Senior Data Scientist, Pricing and Product Strategy;Anywhere;via LinkedIn;Full-time;TRUE;Illinois, United States;14/06/2023 12:05;FALSE;TRUE;United States;year;140000.0;0;Dealer Tire;['sql', 'python', 'go', 'r', 'vba', 't-sql', 'postgresql', 'aws', 'excel', 'word', 'alteryx', 'git', 'codecommit']
Senior Data Analyst;Senior Analyst, Data Science and Analytics;Plano, TX;via Ai-Jobs.net;Full-time;FALSE;Sudan;13/06/2023 18:37;FALSE;TRUE;Sudan;year;89000.0;0;Publicis Groupe;['sql', 'excel', 'tableau']
Senior Data Engineer;Senior Data Engineer - Data Extraction and Warehousing;Anywhere;via Indeed;Full-time;TRUE;Texas, United States;19/06/2023 13:09;FALSE;TRUE;United States;year;112500.0;0;Cornerstone Information Systems, Inc.;['sql', 'python', 'snowflake', 'databricks', 'azure', 'aws', 'flow']
Data Analyst;Medicaid Data Analyst;Anywhere;via LinkedIn;Contractor;TRUE;Sudan;26/06/2023 15:22;FALSE;FALSE;Sudan;year;110000.0;0;Apex Systems;['sql']
Data Analyst;Business Data Analyst;Chesterfield, MO;via ZipRecruiter;Full-time;FALSE;Illinois, United States;27/06/2023 20:02;FALSE;TRUE;United States;hour;0;385;Randstad;['sharepoint', 'tableau', 'excel', 'powerpoint', 'sap']
Data Scientist;Data Scientist;Annapolis Junction, MD;via Indeed;Full-time;FALSE;New York, United States;05/06/2023 21:03;FALSE;TRUE;United States;year;112250.0;0;Parsons;['python']
Data Analyst;Healthcare Data Analyst;Anywhere;via LinkedIn;Contractor;TRUE;New York, United States;01/06/2023 17:00;FALSE;FALSE;United States;hour;0;620;Queen Consulting Group;['sql', 'crystal', 'word', 'excel', 'powerpoint']
Data Engineer;Data Engineer (Only EU);Anywhere;via Upwork;Contractor;TRUE;Sudan;13/06/2023 16:37;TRUE;FALSE;Sudan;hour;0;300;Upwork;['sql', 'c#', 'python', 'typescript', 'elasticsearch', 'jupyter', 'docker']
Data Engineer;Data Engineer (Customer Success) (Chicago, IL);Chicago, IL;via Built In Chicago;Full-time;FALSE;California, United States;05/06/2023 13:08;FALSE;TRUE;United States;year;163000.0;0;Teragonia;['bash', 'powershell', 'sql', 'sql server', 'postgresql', 'mysql', 'oracle', 'pyspark', 'flow']
Senior Data Analyst;Sr. Data Solution Analyst, Uber Advertising;New York, NY;via Indeed;Full-time;FALSE;New York, United States;30/06/2023 08:00;FALSE;TRUE;United States;year;120000.0;0;Uber;['python', 'sql', 'hadoop', 'spark', 'looker', 'tableau']
Data Engineer;GCP Data Engineer (remote);Dearborn, MI;via Ladders;Full-time;FALSE;Georgia;07/06/2023 07:21;TRUE;TRUE;United States;year;115000.0;0;Cognizant Technology Solutions;['sql', 'python', 'java', 'gcp', 'bigquery', 'terraform']
Data Engineer;Data Engineer;Charlotte, NC;via Robert Half;Contractor;FALSE;Florida, United States;28/06/2023 14:10;FALSE;FALSE;United States;hour;0;515;Robert Half;['sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'dynamodb', 'snowflake']
Data Engineer;Data Engineer (JO-99);New Ulm, MN;via KTAL News Jobs;Full-time;FALSE;Illinois, United States;13/06/2023 07:06;FALSE;FALSE;United States;year;89000.0;0;Ledgent Technology;['sql', 'python', 'power bi']
Data Scientist;Sr Data Scientist;Fairfax, VA;via ZipRecruiter;Full-time;FALSE;Georgia;02/06/2023 12:44;FALSE;TRUE;United States;year;110000.0;0;Creative Financial Staffing (CFS);['matlab', 'python', 'r', 'tensorflow', 'pytorch']
Data Engineer;Data Engineer;Armonk, NY;via ZipRecruiter;Full-time;FALSE;Texas, United States;21/06/2023 06:09;FALSE;FALSE;United States;year;163758.0;0;IBM Careers;['sql', 'nosql', 'java', 'python', 'go', 'spark']
Data Engineer;DATA ENGINEER (AWS) (Full-time, W2);San Jose, CA;via LinkedIn;Full-time;FALSE;California, United States;23/06/2023 15:24;TRUE;FALSE;United States;year;124500.0;0;ACL Digital;['aws']
Data Analyst;Database Analyst/Programmer 3;Mossville, IL;via Indeed;Contractor;FALSE;Illinois, United States;09/06/2023 18:01;TRUE;FALSE;United States;hour;0;430;Robot Insight Technologies;['sql', 'python', 'java', 'mysql', 'sql server', 'oracle', 'windows', 'linux', 'unix', 'tableau', 'power bi']
Data Engineer;Data Engineer;Willow Springs, IL;via Snagajob;Full-time;FALSE;California, United States;18/06/2023 22:06;FALSE;TRUE;United States;hour;0;335;Uline;
Senior Data Analyst;Senior Data Analyst - Healthcare Data Transformation!;Schenectady, NY;via Indeed;Full-time;FALSE;New York, United States;17/06/2023 14:00;FALSE;TRUE;United States;year;95000.0;0;Alliance for Better Health, LLC;['sql', 'sas', 'sas', 'python', 'javascript', 'ruby', 'ruby', 'r', 'azure', 'power bi', 'tableau', 'excel']
Senior Data Scientist;Senior Data Scientist;United States;via LinkedIn;Full-time;FALSE;Illinois, United States;12/06/2023 13:03;FALSE;TRUE;United States;year;170000.0;0;Acceler8 Talent;['python', 'sql', 'nosql', 'django', 'flask', 'git']
Data Analyst;Data Analytics Manager | Industry Leading Shipping & Packaging...;Milwaukee, WI;via LinkedIn;Full-time;FALSE;Illinois, United States;15/06/2023 14:18;FALSE;TRUE;United States;year;140000.0;0;Glocomms;['sql', 'python', 'powershell']
Data Scientist;Principal Data Scientist I, Spectrum Enterprise (Greater Denver...;Denver, CO;via Built In Colorado;Full-time;FALSE;Texas, United States;14/06/2023 00:03;FALSE;TRUE;United States;year;153500.0;0;Spectrum;['sql', 'r', 'sas', 'sas', 'python', 'nosql', 'snowflake', 'hadoop', 'spark', 'unix', 'centos', 'windows', 'linux', 'spss', 'alteryx']
Data Scientist;Data Scientist, Customer AI Engineering;London, UK;via Ai-Jobs.net;Full-time;FALSE;United Kingdom;20/06/2023 13:12;FALSE;FALSE;United Kingdom;year;157500.0;0;Tractable;['python', 'numpy', 'pandas', 'scikit-learn']
Data Engineer;Staff Data Engineer;Anywhere;via Indeed;Full-time;TRUE;New York, United States;14/06/2023 13:06;FALSE;TRUE;United States;year;180000.0;0;CyberCoders;['python', 'go', 'scala', 'sql', 'javascript', 'typescript', 'databricks', 'snowflake', 'aws', 'azure', 'gcp', 'airflow', 'kafka', 'spark', 'graphql', 'react', 'pandas', 'docker', 'kubernetes', 'terraform']
Data Engineer;Data Engineer, Specialist;Charlotte, NC;via Ladders;Full-time;FALSE;Florida, United States;29/06/2023 06:10;FALSE;FALSE;United States;year;125000.0;0;Vanguard Group;['python', 'dynamodb', 'aws', 'pyspark', 'spark', 'bitbucket']
Senior Data Engineer;Senior Data Engineer;Marietta, GA;via Indeed;Full-time;FALSE;Illinois, United States;27/06/2023 20:30;TRUE;FALSE;United States;year;140000.0;0;CyberCoders;['python', 'sql', 'nosql', 'go', 'postgresql', 'databricks', 'snowflake', 'redshift', 'spark', 'airflow', 'tableau', 'looker']
Data Engineer;GIS Data Engineer;Mountain View, CA;via Dice;Full-time;FALSE;Sudan;29/06/2023 22:36;FALSE;FALSE;Sudan;year;132500.0;0;Nityo Infotech Corporation;['spark']
Data Scientist;Data Scientist I;Anywhere;via Indeed;Full-time;TRUE;California, United States;12/06/2023 21:02;FALSE;TRUE;United States;year;123500.0;0;Robert Half;['python', 'matlab', 'sql', 'aws']
Data Engineer;Data Engineer;Grayslake, IL;via Snagajob;Full-time;FALSE;Georgia;05/06/2023 22:51;TRUE;TRUE;United States;hour;0;285;Uline;
Data Engineer;AWS Data Engineer;Chicago, IL;via Indeed;Full-time;FALSE;Georgia;22/06/2023 02:53;FALSE;FALSE;United States;year;130000.0;0;The LaSalle Network;['python', 'java', 'scala', 'sql', 'nosql', 'aws', 'redshift', 'kafka']
Data Engineer;Jr. Data Engineer;Anywhere;via LinkedIn;Contractor;TRUE;New York, United States;27/06/2023 19:27;FALSE;FALSE;United States;hour;0;385;Insight Global;['sql', 'sas', 'sas', 'python', 'unix', 'linux']
Data Analyst;Data Analyst;Baltimore, MD;via LinkedIn;Full-time;FALSE;New York, United States;27/06/2023 15:00;FALSE;TRUE;United States;year;60000.0;0;Johns Hopkins University & Medicine - Development and Alumni Relations;['tableau', 'excel']
Data Analyst;Data Product Manager/Analyst;San Jose, CA;via Dice;Contractor;FALSE;California, United States;21/06/2023 02:00;FALSE;FALSE;United States;hour;0;675;Russell, Tobin & Associates;['go', 'sql', 't-sql', 'sql server', 'tableau', 'power bi', 'alteryx', 'excel', 'powerpoint', 'jira']
Data Engineer;Data Engineer - Now Hiring;Silver Lake, WI;via Snagajob;Full-time;FALSE;California, United States;18/06/2023 22:05;FALSE;TRUE;United States;hour;0;335;Uline;
Senior Data Analyst;Senior Data Quality Analyst;Westminster, CO;via Ai-Jobs.net;Full-time;FALSE;Texas, United States;29/06/2023 22:04;FALSE;FALSE;United States;year;88500.0;0;Publicis Groupe;['sql', 'hadoop', 'excel', 'jira']
Data Engineer;Junior Data Engineer;New York, NY;via ZipRecruiter;Contractor;FALSE;California, United States;22/06/2023 16:07;FALSE;TRUE;United States;hour;0;550;Kforce Inc.;['sql', 'python', 'aws']
Data Engineer;Data Engineer: Azure Data Factory;San Francisco, CA;via ZipRecruiter;Contractor;FALSE;Illinois, United States;21/06/2023 10:10;FALSE;FALSE;United States;hour;0;1000;NextPhase;['python', 'sql', 'sql server', 'azure', 'power bi']
Data Engineer;Data Engineer Spark/Scala - H/F;Rennes, France;via Ai-Jobs.net;Full-time;FALSE;France;25/06/2023 04:23;FALSE;FALSE;France;year;97444.0;0;Talan;['java', 'scala', 'python', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'aws', 'azure', 'gcp', 'spark', 'hadoop', 'ansible', 'git', 'jenkins']
Data Engineer;R&D Data Engineer, Supira Medical;Campbell, CA;via LinkedIn;Full-time;FALSE;California, United States;08/06/2023 16:26;FALSE;FALSE;United States;year;135000.0;0;Supira Medical;['python', 'sql', 'pandas', 'numpy', 'scikit-learn', 'matplotlib', 'seaborn', 'flow']
Data Engineer;Experienced Data Engineer(Small, fun, collaborative team)🤓...;Anywhere;via LinkedIn;Full-time;TRUE;Illinois, United States;09/06/2023 13:08;FALSE;TRUE;United States;year;97500.0;0;Validate Health;['sql', 'python', 'r', 'sas', 'sas', 'shell', 'go', 'postgresql', 'databricks', 'aws', 'redshift', 'spark', 'airflow', 'linux', 'ssis', 'git', 'github', 'docker']
Data Engineer;Data Engineer;Holmdel, NJ;via LinkedIn;Contractor;FALSE;California, United States;21/06/2023 18:07;FALSE;FALSE;United States;hour;0;800;PRI Technology;['python', 'java', 'sql', 'bash', 'aws', 'redshift', 'databricks', 'pyspark', 'spring', 'zoom']
Data Engineer;Data Engineer;Anywhere;via Indeed;Full-time;TRUE;California, United States;05/06/2023 15:08;FALSE;FALSE;United States;year;130000.0;0;Thomas-Matthew Associates;['sql', 'nosql', 'azure', 'gcp', 'spark']
Data Engineer;Data Engineer (Generative AI, Cloud, AWS, Python, Snowflake);Richardson, TX;via Ladders;Full-time;FALSE;Florida, United States;16/06/2023 09:46;FALSE;TRUE;United States;year;150000.0;0;The Travelers Companies, Inc;['python', 'pytorch', 'tensorflow', 'keras']
Data Analyst;Marketing or Sales Data Analyst (Aventura, FL) (JO-74);Miami, FL;via My Stateline Jobs;Full-time;FALSE;Florida, United States;21/06/2023 07:02;TRUE;FALSE;United States;year;80000.0;0;Ledgent Technology;['sql', 'bigquery', 'excel', 'sheets', 'tableau']
Data Engineer;Mid-Level Data Engineer;Newton, MA;via Indeed;Full-time;FALSE;Georgia;05/06/2023 21:51;TRUE;FALSE;United States;year;115000.0;0;Prosum;['sql', 'nosql', 'python', 'snowflake', 'aws']
Senior Data Engineer;Senior Data Engineer;Valparaiso, IN;via KHON2 Jobs;Full-time;FALSE;Sudan;27/06/2023 11:47;FALSE;TRUE;Sudan;year;173500.0;0;Capital One;['python', 'java', 'scala', 'nosql', 'sql', 'mongo', 'shell', 'cassandra', 'aws', 'redshift', 'snowflake', 'pyspark', 'jenkins', 'git']
Data Scientist;Data Scientist;Thousand Oaks, CA;via Indeed;Contractor;FALSE;California, United States;19/06/2023 18:02;FALSE;FALSE;United States;hour;0;535;Harvey Nash;['sql', 'react', 'tableau']
Data Analyst;Data Analyst - Now Hiring;Lawrenceville, GA;via Snagajob;Full-time;FALSE;Georgia;16/06/2023 11:02;TRUE;FALSE;United States;hour;0;205;Robert Half;
Senior Data Engineer;Senior Data Engineer;Austin, TX;via LinkedIn;Full-time;FALSE;Sudan;29/06/2023 17:36;FALSE;TRUE;Sudan;year;132500.0;0;Tarvos Talent;['python', 'sql', 't-sql', 'sql server', 'aws', 'kafka', 'ssis', 'ssrs']
Data Analyst;TRACS Data Analyst;Austin, TX;via Indeed;Full-time;FALSE;Texas, United States;14/06/2023 21:01;TRUE;TRUE;United States;hour;0;221200008392334;Housing Authority of The City of Austin;
Data Engineer;Principal Data Engineer - Healthcare, ETL, AWS, Spark;Tampa, FL;via LinkedIn;Full-time;FALSE;California, United States;05/06/2023 11:09;TRUE;FALSE;United States;year;180000.0;0;CyberCoders;['sql', 'python', 'aws', 'snowflake', 'spark', 'hadoop', 'tableau', 'microstrategy', 'word']
Business Analyst;Enterprise Account Executive;Australia;via The Big Bend Holiday Hotel;Full-time;FALSE;Australia;29/06/2023 00:01;FALSE;FALSE;Australia;hour;0;200;Alteryx, Inc.;['c', 'alteryx']
Data Analyst;Data Analyst;Heredia Province, Heredia, Costa Rica;via Ai-Jobs.net;Full-time;FALSE;Costa Rica;07/06/2023 13:02;FALSE;FALSE;Costa Rica;year;111175.0;0;Databricks;['sql', 'python', 'r', 'databricks', 'excel', 'sheets', 'tableau', 'git', 'unify']
Data Engineer;Principal Data Engineer;Philadelphia, PA;via LinkedIn;Full-time;FALSE;Georgia;15/06/2023 15:45;FALSE;FALSE;United States;year;160000.0;0;hackajob;['java', 'python', 'sql', 'azure', 'databricks', 'snowflake', 'spark', 'power bi', 'jira', 'confluence']
Data Engineer;Data Engineer;Anywhere;via Indeed;Contractor;TRUE;Illinois, United States;07/06/2023 20:29;FALSE;TRUE;United States;hour;0;800;VanderHouwen;['python', 'postgresql', 'aws', 'hadoop', 'linux', 'terraform']
Data Engineer;Cloud Data Engineer (ISD Engineer - IV - Cloud Engineering);Merrifield, VA;via Dice;Full-time;FALSE;Texas, United States;26/06/2023 15:07;FALSE;FALSE;United States;year;143000.0;0;Navy Federal Credit Union;['powershell', 'sql', 'cassandra', 'azure', 'databricks', 'power bi']
Data Engineer;Data engineer  (Only citizens);United States;via LinkedIn;Contractor;FALSE;Illinois, United States;15/06/2023 15:25;TRUE;FALSE;United States;hour;0;525;HS Solutions Inc;['scala', 'cassandra', 'spark', 'kafka']
Data Engineer;Data Engineer;Colorado;via KSNT Jobs;Full-time;FALSE;Texas, United States;02/06/2023 23:28;FALSE;TRUE;United States;year;132500.0;0;Zoll Medical Corporation;['sql', 'python', 'aws', 'kafka', 'airflow', 'gdpr', 'terraform']
Data Engineer;Data Engineer;Chantilly, VA;via Ladders;Full-time;FALSE;Illinois, United States;13/06/2023 13:06;FALSE;FALSE;United States;year;125000.0;0;Octo Consulting Group;['python', 'html', 'javascript', 'kafka', 'centos']
Data Scientist;Data Scientist;Philadelphia, PA;via Indeed;Contractor;FALSE;New York, United States;26/06/2023 19:02;FALSE;TRUE;United States;hour;0;650;Kforce;['sql', 'python', 'r', 'excel']
Data Analyst;Data Analyst;North Chicago, IL;via ZipRecruiter;Contractor;FALSE;Illinois, United States;23/06/2023 17:18;TRUE;FALSE;United States;hour;0;325;TEKsystems;
Senior Data Scientist;Senior Data Scientist;Charleston, SC;via LinkedIn;Full-time;FALSE;Georgia;30/06/2023 18:56;FALSE;FALSE;United States;year;145000.0;0;Evolution Recruitment Solutions, USA;['sql', 'db2', 'sql server', 'mysql', 'oracle', 'hadoop', 'sap']
Data Scientist;Lead Data Scientist;Goleta, CA;via Indeed;Full-time;FALSE;California, United States;05/06/2023 11:03;FALSE;TRUE;United States;year;155000.0;0;Cox Communications;['sql', 'r', 'python', 'scala', 'java', 'c++', 'spark', 'ggplot2', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'keras', 'mxnet', 'pyspark', 'hadoop', 'tableau']
Data Engineer;Staff Data Engineer;Anywhere;via LinkedIn;Full-time;TRUE;Illinois, United States;08/06/2023 18:28;FALSE;FALSE;United States;year;150000.0;0;IT Motives;['go', 'sql', 'scala', 'python', 'mysql', 'oracle', 'redshift', 'react', 'kafka', 'spark', 'sharepoint', 'github', 'kubernetes']
Data Engineer;DataOps Engineer;Lisbon, Portugal;via Ai-Jobs.net;Full-time;FALSE;Portugal;15/06/2023 07:52;TRUE;FALSE;Portugal;year;89100.0;0;Veeva Systems;['assembly', 'python', 'scala', 'kotlin', 'aws', 'databricks', 'airflow', 'spark']
Data Engineer;SDE-III, Data Engineering;Bengaluru, Karnataka, India;via Ai-Jobs.net;Full-time;FALSE;India;15/06/2023 09:27;FALSE;FALSE;India;year;147500.0;0;InMobi;['sql', 'nosql', 'python', 'java', 'scala', 'aws', 'gcp', 'azure', 'hadoop', 'spark', 'kafka']
Data Scientist;Staff Data Scientist, Advanced Analytics (Remote);Philadelphia, PA;via WREG Jobs;Full-time;FALSE;New York, United States;20/06/2023 13:02;FALSE;TRUE;United States;year;181000.0;0;Drata;['sql', 'tableau', 'power bi']
